1/29 21:23:27.248  COMBAT_LOG_VERSION,9,ADVANCED_LOG_ENABLED,1,BUILD_VERSION,1.13.3,PROJECT_ID,2
1/29 21:23:27.520  SPELL_PERIODIC_ENERGIZE,Player-4701-00A3F633,"Moocow-Mograine",0x512,0x0,Player-4701-00C4A1E3,"Vargas-Mograine",0x512,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00C4A1E3,0000000000000000,100,100,0,0,0,-1,0,0,0,-95.43,-109.63,0,3.6945,65,36.0000,0.0000,0,7156
1/29 21:23:27.543  SPELL_AURA_REMOVED,Player-4701-00A9F440,"Winesm-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,17800,"Shadow Vulnerability",0x20,DEBUFF
1/29 21:23:27.543  SPELL_DAMAGE,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,10947,"Mind Blast",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,50,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,1722,776,-1,32,0,0,0,1,nil,nil
1/29 21:23:27.543  SPELL_AURA_APPLIED_DOSE,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,15258,"Shadow Vulnerability",0x20,DEBUFF,5
1/29 21:23:27.543  SPELL_AURA_APPLIED,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,18807,"Mind Flay",0x20,DEBUFF
1/29 21:23:27.543  SWING_DAMAGE_LANDED,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,49,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,177,274,-1,1,0,0,0,nil,1,nil
1/29 21:23:27.644  SPELL_PERIODIC_DAMAGE,Player-4701-00C2857F,"Catryne-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,12721,"Deep Wound",0x1,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,49,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,59,59,-1,1,0,0,0,nil,nil,nil
1/29 21:23:27.667  RANGE_DAMAGE,Player-4701-0171E1CA,"Nell-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,2480,"Shoot Bow",0x1,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,49,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,143,216,-1,1,0,0,0,nil,nil,nil
1/29 21:23:27.676  SPELL_AURA_APPLIED,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,6774,"Slice and Dice",0x1,BUFF
1/29 21:23:27.676  SPELL_CAST_SUCCESS,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,6774,"Slice and Dice",0x1,Player-4701-009BA61C,0000000000000000,100,100,0,0,0,-1,0,0,0,-114.49,-122.94,0,3.9309,66
1/29 21:23:27.699  RANGE_DAMAGE,Player-4701-0158D0DC,"Kheera-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,75,"Auto Shot",0x1,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,49,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,347,524,-1,1,0,0,0,nil,nil,nil
1/29 21:23:27.730  SPELL_DAMAGE,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,10181,"Frostbolt",0x10,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,47,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,1801,818,-1,16,0,0,0,1,nil,nil
1/29 21:23:27.845  SPELL_CAST_SUCCESS,Player-4701-00D702E4,"Artimize-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,75,"Auto Shot",0x1,Player-4701-00D702E4,0000000000000000,100,100,0,0,0,-1,0,0,0,-88.14,-103.95,0,3.7880,67
1/29 21:23:27.955  DAMAGE_SHIELD,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,9910,"Thorns",0x8,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,47,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,26,34,-1,8,0,0,0,nil,nil,nil
1/29 21:23:27.955  SPELL_DAMAGE,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,23925,"Shield Slam",0x1,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,46,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,305,462,-1,1,0,0,0,nil,nil,nil
1/29 21:23:27.955  SPELL_ENERGIZE,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,14181,"Relentless Strikes Effect",0x1,Player-4701-009BA61C,0000000000000000,100,100,0,0,0,-1,0,0,0,-114.49,-122.94,0,3.9309,66,25.0000,0.0000,3,110
1/29 21:23:27.955  SPELL_AURA_APPLIED,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,12536,"Clearcasting",0x40,BUFF
1/29 21:23:28.141  SWING_DAMAGE,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Player-4701-009BA61C,0000000000000000,100,100,0,0,0,-1,0,0,0,-114.49,-122.94,0,3.9309,66,118,185,-1,1,0,0,0,nil,1,nil
1/29 21:23:28.221  SPELL_CAST_SUCCESS,Player-4701-00A9F440,"Winesm-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,11661,"Shadow Bolt",0x20,Player-4701-00A9F440,0000000000000000,100,100,0,0,0,-1,0,0,0,-99.96,-108.38,0,3.8946,65
1/29 21:23:28.221  SPELL_CAST_START,Player-4701-00A9F440,"Winesm-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,11661,"Shadow Bolt",0x20
1/29 21:23:28.231  SPELL_PERIODIC_DAMAGE,Player-4701-00C2857F,"Catryne-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,11574,"Rend",0x1,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,46,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,28,28,-1,1,0,0,0,nil,nil,nil
1/29 21:23:28.261  SPELL_DAMAGE,Player-4701-00D702E4,"Artimize-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,20904,"Aimed Shot",0x1,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,45,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,766,1160,-1,1,0,0,0,nil,nil,nil
1/29 21:23:28.359  SPELL_CAST_START,Player-4701-00A3F633,"Moocow-Mograine",0x512,0x0,0000000000000000,nil,0x80000000,0x80000000,19943,"Flash of Light",0x2
1/29 21:23:28.359  SPELL_AURA_APPLIED,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,15269,"Blackout",0x20,DEBUFF
1/29 21:23:28.359  SWING_DAMAGE_LANDED,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,45,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,118,185,-1,1,0,0,0,nil,1,nil
1/29 21:23:28.376  SPELL_DAMAGE,Player-4701-00B444AE,"Asdern-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,11661,"Shadow Bolt",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,44,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,1283,867,-1,32,0,0,0,nil,nil,nil
1/29 21:23:28.390  SPELL_DAMAGE,Player-4701-00B444AE,"Asdern-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,11661,"Shadow Bolt",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,42,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,1269,858,-1,32,0,0,0,nil,nil,nil
1/29 21:23:28.420  SPELL_CAST_START,Player-4701-0158D0DC,"Kheera-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,14290,"Multi-Shot",0x1
1/29 21:23:28.430  SPELL_CAST_START,Player-4701-00B444AE,"Asdern-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,11661,"Shadow Bolt",0x20
1/29 21:23:28.541  SPELL_PERIODIC_DAMAGE,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,18807,"Mind Flay",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,42,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,285,224,-1,32,0,0,0,nil,nil,nil
1/29 21:23:28.646  SPELL_DAMAGE,Player-4701-00AF1CC3,"Zulue-Mograine",0x512,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,10181,"Frostbolt",0x10,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,41,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,945,859,-1,16,0,0,0,nil,nil,nil
1/29 21:23:28.803  SPELL_PERIODIC_DAMAGE,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,10894,"Shadow Word: Pain",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,40,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,291,229,-1,32,0,0,0,nil,nil,nil
1/29 21:23:28.821  SPELL_AURA_REMOVED,Pet-0-4447-409-13086-5286-08000D327B,"Guilliman",0x1114,0x0,Pet-0-4447-409-13086-5286-08000D327B,"Guilliman",0x1114,0x0,24597,"Furious Howl",0x1,BUFF
1/29 21:23:28.821  RANGE_DAMAGE,Player-4701-00D702E4,"Artimize-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,75,"Auto Shot",0x1,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,40,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,341,516,-1,1,0,0,0,nil,nil,nil
1/29 21:23:28.863  SPELL_CAST_SUCCESS,Player-4701-0158D0DC,"Kheera-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,14290,"Multi-Shot",0x1,Player-4701-0158D0DC,0000000000000000,100,100,0,0,0,-1,0,0,0,-93.11,-103.67,0,3.8847,66
1/29 21:23:28.927  SWING_DAMAGE,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Player-4701-009BA61C,0000000000000000,100,100,0,0,0,-1,0,0,0,-114.49,-122.94,0,3.9309,66,164,271,-1,1,0,0,0,nil,1,nil
1/29 21:23:28.955  SPELL_CAST_START,Player-4701-0158D0DC,"Kheera-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,75,"Auto Shot",0x1
1/29 21:23:29.051  SPELL_AURA_APPLIED,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,10193,"Mana Shield",0x40,BUFF
1/29 21:23:29.051  SPELL_CAST_SUCCESS,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,10193,"Mana Shield",0x40,Player-4701-0094A4F8,0000000000000000,100,100,0,0,0,-1,0,0,0,-34.45,-98.24,0,3.2790,64
1/29 21:23:29.068  SPELL_CAST_FAILED,Player-4701-0094A4F8,"Tuzic-Mograine",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,10193,"Mana Shield",0x40,"Not yet recovered"
1/29 21:23:29.068  SPELL_CAST_SUCCESS,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,10181,"Frostbolt",0x10,Player-4701-0094E8DE,0000000000000000,100,100,0,0,0,-1,0,0,0,-92.80,-108.87,0,3.7464,65
1/29 21:23:29.068  SPELL_AURA_REMOVED,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,12536,"Clearcasting",0x40,BUFF
1/29 21:23:29.068  SPELL_CAST_START,Player-4701-0094E8DE,"Beemo-Mograine",0x512,0x0,0000000000000000,nil,0x80000000,0x80000000,10181,"Frostbolt",0x10
1/29 21:23:29.068  SPELL_CAST_SUCCESS,Player-4701-00C4A1E3,"Vargas-Mograine",0x512,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,10929,"Renew",0x2,Player-4701-00C4A1E3,0000000000000000,100,100,0,0,0,-1,0,0,0,-95.43,-109.63,0,3.6945,65
1/29 21:23:29.088  SPELL_PERIODIC_HEAL,Player-4701-00C4A1E3,"Vargas-Mograine",0x512,0x0,Player-4701-00C2857F,"Catryne-Mograine",0x514,0x0,10929,"Renew",0x2,Player-4701-00C2857F,0000000000000000,100,100,0,0,0,-1,0,0,0,-99.52,-111.39,0,3.9663,61,298,298,298,0,nil
1/29 21:23:29.159  SPELL_PERIODIC_ENERGIZE,Player-4701-00A3F633,"Moocow-Mograine",0x512,0x0,Player-4701-00BD69E7,"Quirklx-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00BD69E7,0000000000000000,100,100,0,0,0,-1,0,0,0,-84.70,-103.49,0,3.7306,63,36.0000,0.0000,0,6764
1/29 21:23:29.170  SWING_DAMAGE_LANDED,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,40,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,164,271,-1,1,0,0,0,nil,1,nil
1/29 21:23:29.170  SWING_DAMAGE_LANDED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,39,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,177,328,-1,1,0,0,0,nil,1,nil
1/29 21:23:29.206  SPELL_PERIODIC_DAMAGE,Player-4701-00B444AE,"Asdern-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,11672,"Corruption",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,39,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,179,187,-1,32,47,0,0,nil,nil,nil
1/29 21:23:29.302  SPELL_CAST_START,Player-4701-00959578,"Cillitbang-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,19943,"Flash of Light",0x2
1/29 21:23:29.382  SWING_DAMAGE,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Player-4701-009BA61C,0000000000000000,100,100,0,0,0,-1,0,0,0,-114.49,-122.94,0,3.9309,66,255,193,-1,1,0,0,0,1,nil,nil
1/29 21:23:29.400  SPELL_CAST_SUCCESS,Player-4701-0158D0DC,"Kheera-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,75,"Auto Shot",0x1,Player-4701-0158D0DC,0000000000000000,100,100,0,0,0,-1,0,0,0,-93.11,-103.67,0,3.8847,66
1/29 21:23:29.430  SPELL_CAST_START,Player-4701-0171E1CA,"Nell-Mograine",0x514,0x0,0000000000000000,nil,0x80000000,0x80000000,2480,"Shoot Bow",0x1
1/29 21:23:29.546  SPELL_PERIODIC_DAMAGE,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,18807,"Mind Flay",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,39,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,285,224,-1,32,0,0,0,nil,nil,nil
1/29 21:23:29.570  SPELL_DAMAGE,Player-4701-00A9F440,"Winesm-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,11661,"Shadow Bolt",0x20,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,38,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,706,1115,-1,32,558,0,0,nil,nil,nil
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,71,"Defensive Stance",0x1,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00BD69E7,"Quirklx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,21850,"Gift of the Wild",0x8,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00B48D53,"Shayter-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,25898,"Greater Blessing of Kings",0x2,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00C2A055,"Mtut-Mograine",0x528,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,21564,"Prayer of Fortitude",0x2,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-0158D0DC,"Kheera-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,20906,"Trueshot Aura",0x40,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00BD69E7,"Quirklx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,9910,"Thorns",0x8,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00AF1CC3,"Zulue-Mograine",0x512,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,23028,"Arcane Brilliance",0x40,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,22850,"Sanctuary",0x1,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,3223,"Regeneration",0x1,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00C4A1E3,"Vargas-Mograine",0x512,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,10929,"Renew",0x2,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,6346,"Fear Ward",0x2,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,17538,"Elixir of the Mongoose",0x1,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00959578,"Cillitbang-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,19979,"Blessing of Light",0x2,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,11405,"Elixir of the Giants",0x1,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-00A3F633,"Moocow-Mograine",0x512,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,25782,"Greater Blessing of Might",0x2,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,20007,"Holy Strength",0x2,BUFF
1/29 21:23:29.570  SPELL_AURA_APPLIED,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,11551,"Battle Shout",0x1,BUFF
1/29 21:23:29.570  SWING_DAMAGE_LANDED,Player-4701-009BA61C,"Tranquilizer-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,Creature-0-4448-249-11097-12129-000031F3CE,0000000000000000,38,100,0,0,0,-1,0,0,0,-117.70,-126.26,0,3.8061,63,255,193,-1,1,0,0,0,1,nil,nil
1/29 21:23:29.570  SPELL_CAST_START,Player-4701-00A3F633,"Moocow-Mograine",0x512,0x0,0000000000000000,nil,0x80000000,0x80000000,19943,"Flash of Light",0x2
1/29 21:23:29.681  SPELL_CAST_SUCCESS,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,11597,"Sunder Armor",0x1,Player-4701-008838B8,0000000000000000,94,100,0,0,0,-1,0,0,0,-120.28,-130.08,0,0.8770,67
1/29 21:23:29.681  SPELL_AURA_REFRESH,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,20007,"Holy Strength",0x2,BUFF
1/29 21:23:29.681  SPELL_HEAL,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,Player-4701-008838B8,"Jexx-Mograine",0x514,0x0,20007,"Holy Strength",0x2,Player-4701-008838B8,0000000000000000,95,100,0,0,0,-1,0,0,0,-120.28,-130.08,0,0.8770,67,88,88,0,0,nil
1/29 21:23:29.848  SPELL_PERIODIC_ENERGIZE,Player-4701-00A3F633,"Moocow-Mograine",0x512,0x0,Player-4701-00B444AE,"Asdern-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00B444AE,0000000000000000,100,100,0,0,0,-1,0,0,0,-96.55,-109.16,0,3.7835,62,36.0000,0.0000,0,6148
1/29 21:23:29.848  SPELL_PERIODIC_ENERGIZE,Player-4701-00A3F633,"Moocow-Mograine",0x512,0x0,Player-4701-00A9F440,"Winesm-Mograine",0x514,0x0,25894,"Greater Blessing of Wisdom",0x2,Player-4701-00A9F440,0000000000000000,100,100,0,0,0,-1,0,0,0,-99.96,-108.38,0,3.8946,65,36.0000,0.0000,0,5578
1/29 21:23:29.867  SPELL_AURA_REMOVED,Player-4701-009D4249,"Theta-Mograine",0x514,0x0,Creature-0-4448-249-11097-12129-000031F3CE,"Onyxian Warder",0xa48,0x40,15269,"Blackout",0x20,DEBUFF
